asset_id,game_id,entity_id,asset_family,display_name,source_url,source_page_url,source_role,source_title,draft_local_path,template_path,mask_path,roi_ref,match_method,threshold,scale_set,temporal_window,license_note,qa_status
call_of_duty.character_or_operator.competitor.c38767bb,call_of_duty,call_of_duty.competitor,hero_portrait,Competitor,https://static.wikia.nocookie.net/callofduty/images/9/92/Competitor_NATO_Infobox_BOCW.png/revision/latest/smart/width/40/height/30?cb=20241117052345,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.constanze_muller.b94047cb,call_of_duty,call_of_duty.constanze_muller,hero_portrait,Constanze Muller,https://static.wikia.nocookie.net/callofduty/images/c/ca/Constanze_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141405,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.damian_raines.c5a1baed,call_of_duty,call_of_duty.damian_raines,hero_portrait,Damian Raines,https://static.wikia.nocookie.net/callofduty/images/0/04/Raines_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163500,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.daniel_ronin_shinoda.0ae853d5,call_of_duty,call_of_duty.daniel_ronin_shinoda,hero_portrait,"Daniel ""Ronin"" Shinoda",https://static.wikia.nocookie.net/callofduty/images/b/ba/Ronin_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090400,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.daniel_yatsu.132e91b3,call_of_duty,call_of_duty.daniel_yatsu,hero_portrait,Daniel Yatsu,https://static.wikia.nocookie.net/callofduty/images/4/4d/Daniel_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141219,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.dmitry_bale.7beefd74,call_of_duty,call_of_duty.dmitry_bale,hero_portrait,Dmitry Bale,https://static.wikia.nocookie.net/callofduty/images/e/ee/Bale_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163417,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.dominique_domino_tam.21aec89f,call_of_duty,call_of_duty.dominique_domino_tam,hero_portrait,"Dominique ""Domino"" Tam",https://static.wikia.nocookie.net/callofduty/images/6/65/Domino_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163713,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.eleazar_lazar_azoulay.3287d93c,call_of_duty,call_of_duty.eleazar_lazar_azoulay,hero_portrait,"Eleazar ""Lazar"" Azoulay",https://static.wikia.nocookie.net/callofduty/images/b/bb/Lazar_Infobox_BOCW.jpg/revision/latest/smart/width/40/height/30?cb=20240705143500,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.farah_karim.b9135802,call_of_duty,call_of_duty.farah_karim,hero_portrait,Farah Karim,https://static.wikia.nocookie.net/callofduty/images/5/5d/FarahKarim_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112035806,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.florence_carter.914960e3,call_of_duty,call_of_duty.florence_carter,hero_portrait,Florence Carter,https://static.wikia.nocookie.net/callofduty/images/c/c6/Florence_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140006,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.francis_kai_lanakila.8e84ce4f,call_of_duty,call_of_duty.francis_kai_lanakila,hero_portrait,"Francis ""Kai"" Lanakila",https://static.wikia.nocookie.net/callofduty/images/9/99/Francis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141148,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.frank_woods.a9d0c1fd,call_of_duty,call_of_duty.frank_woods,hero_portrait,Frank Woods,https://static.wikia.nocookie.net/callofduty/images/d/d6/Frank_Woods_Infobox_2025_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213142846,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.freya_wraith_helvig.97c07a06,call_of_duty,call_of_duty.freya_wraith_helvig,hero_portrait,"Freya ""Wraith"" Helvig",https://static.wikia.nocookie.net/callofduty/images/1/17/Wraith_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121604,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.ghostface.5638c403,call_of_duty,call_of_duty.ghostface,hero_portrait,Ghostface,https://static.wikia.nocookie.net/callofduty/images/1/1f/Ghostface_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121546,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.grigori_weaver.f10b2383,call_of_duty,call_of_duty.grigori_weaver,hero_portrait,Grigori Weaver,https://static.wikia.nocookie.net/callofduty/images/3/3d/Weaver_Soul_Drained_Ashes_of_the_Damned_Zombies_BO7.png/revision/latest/smart/width/40/height/30?cb=20250917080141,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.grinch_operator.624c4549,call_of_duty,call_of_duty.grinch_operator,hero_portrait,Grinch (operator),https://static.wikia.nocookie.net/callofduty/images/e/e0/Grinch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163321,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.gustavo_dos_santos.3d05183f,call_of_duty,call_of_duty.gustavo_dos_santos,hero_portrait,Gustavo dos Santos,https://static.wikia.nocookie.net/callofduty/images/5/58/Gustavo_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223135925,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.halima_zambardi.0fe2b639,call_of_duty,call_of_duty.halima_zambardi,hero_portrait,Halima Zambardi,https://static.wikia.nocookie.net/callofduty/images/2/24/Halima_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141236,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.hans_golem_blaustein.91463dc0,call_of_duty,call_of_duty.hans_golem_blaustein,hero_portrait,"Hans ""Golem"" Blaustein",https://static.wikia.nocookie.net/callofduty/images/c/c0/Golem_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163657,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.harry_stone.55f0a1f7,call_of_duty,call_of_duty.harry_stone,hero_portrait,Harry Stone,https://static.wikia.nocookie.net/callofduty/images/c/ca/Stone_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250530131129,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.he_seraph_zhen.9a7a7b29,call_of_duty,call_of_duty.he_seraph_zhen,hero_portrait,"He ""Seraph"" Zhen",https://static.wikia.nocookie.net/callofduty/images/1/14/Seraph_menu_icon_BO3.png/revision/latest/smart/width/40/height/30?cb=20160205173627,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.helen_park.d938d47c,call_of_duty,call_of_duty.helen_park,hero_portrait,Helen Park,https://static.wikia.nocookie.net/callofduty/images/a/a9/HelenPark_BO6.png/revision/latest/smart/width/40/height/30?cb=20241101032709,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.ikenna_olowe.52db346c,call_of_duty,call_of_duty.ikenna_olowe,hero_portrait,Ikenna Olowe,https://static.wikia.nocookie.net/callofduty/images/4/45/Ikenna_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141124,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.ingo_beck.ff7f7b8a,call_of_duty,call_of_duty.ingo_beck,hero_portrait,Ingo Beck,https://static.wikia.nocookie.net/callofduty/images/d/d4/Beck_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121650,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.isabella_reyes.032fdcb4,call_of_duty,call_of_duty.isabella_reyes,hero_portrait,Isabella Reyes,https://static.wikia.nocookie.net/callofduty/images/f/f9/Isabella_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141204,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.iskra.6863f933,call_of_duty,call_of_duty.iskra,hero_portrait,Iskra,https://static.wikia.nocookie.net/callofduty/images/5/52/Iskra_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163249,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jabari_salah.bca778d7,call_of_duty,call_of_duty.jabari_salah,hero_portrait,Jabari Salah,https://static.wikia.nocookie.net/callofduty/images/f/fd/Salah_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121713,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jackson_wyatt.6cb3cf8f,call_of_duty,call_of_duty.jackson_wyatt,hero_portrait,Jackson Wyatt,https://static.wikia.nocookie.net/callofduty/images/b/b6/Wyatt_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163627,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jacob_thorne.ba28d1f3,call_of_duty,call_of_duty.jacob_thorne,hero_portrait,Jacob Thorne,https://static.wikia.nocookie.net/callofduty/images/c/cd/Thorne_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163813,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jada_powers.84f14f90,call_of_duty,call_of_duty.jada_powers,hero_portrait,Jada Powers,https://static.wikia.nocookie.net/callofduty/images/0/05/Powers_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121654,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jason_hudson.1453e117,call_of_duty,call_of_duty.jason_hudson,hero_portrait,Jason Hudson,https://static.wikia.nocookie.net/callofduty/images/9/9c/JasonHudson_RevealTrailer_BOCW.png/revision/latest/smart/width/40/height/30?cb=20200826203728,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.jason_hunter.02f36b99,call_of_duty,call_of_duty.jason_hunter,hero_portrait,Jason Hunter,https://static.wikia.nocookie.net/callofduty/images/a/a8/Hunter_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121833,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.john_baker.3d7165ce,call_of_duty,call_of_duty.john_baker,hero_portrait,John Baker,https://static.wikia.nocookie.net/callofduty/images/f/f2/Baker_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121830,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.john_mcclane.f856258e,call_of_duty,call_of_duty.john_mcclane,hero_portrait,John McClane,https://static.wikia.nocookie.net/callofduty/images/6/61/McClane_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121729,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.john_price_reboot.75149e6f,call_of_duty,call_of_duty.john_price_reboot,hero_portrait,John Price (Reboot),https://static.wikia.nocookie.net/callofduty/images/e/e4/JohnPrice_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112040220,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
call_of_duty.character_or_operator.john_rambo.6ed85c04,call_of_duty,call_of_duty.john_rambo,hero_portrait,John Rambo,https://static.wikia.nocookie.net/callofduty/images/d/d6/Rambo_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121728,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,,,,hud.hero_portrait,TM_CCOEFF_NORMED,0.88,"[0.75, 1.0, 1.25]",2,internal_review_required,needs_manual_crop
