asset_id,display_name,qa_status,source_url,source_role,source_page_url
call_of_duty.character_or_operator.dmitry_bale.7beefd74,Dmitry Bale,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/ee/Bale_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163417,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.dominique_domino_tam.21aec89f,"Dominique ""Domino"" Tam",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/65/Domino_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163713,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.eleazar_lazar_azoulay.3287d93c,"Eleazar ""Lazar"" Azoulay",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/bb/Lazar_Infobox_BOCW.jpg/revision/latest/smart/width/40/height/30?cb=20240705143500,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.farah_karim.b9135802,Farah Karim,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/5d/FarahKarim_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112035806,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.florence_carter.914960e3,Florence Carter,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c6/Florence_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140006,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.francis_kai_lanakila.8e84ce4f,"Francis ""Kai"" Lanakila",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/99/Francis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141148,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.frank_woods.a9d0c1fd,Frank Woods,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d6/Frank_Woods_Infobox_2025_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213142846,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.freya_wraith_helvig.97c07a06,"Freya ""Wraith"" Helvig",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/17/Wraith_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121604,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.ghostface.5638c403,Ghostface,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1f/Ghostface_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121546,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.grigori_weaver.f10b2383,Grigori Weaver,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3d/Weaver_Soul_Drained_Ashes_of_the_Damned_Zombies_BO7.png/revision/latest/smart/width/40/height/30?cb=20250917080141,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.grinch_operator.624c4549,Grinch (operator),needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/e0/Grinch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163321,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.gustavo_dos_santos.3d05183f,Gustavo dos Santos,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/58/Gustavo_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223135925,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.halima_zambardi.0fe2b639,Halima Zambardi,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/2/24/Halima_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141236,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.hans_golem_blaustein.91463dc0,"Hans ""Golem"" Blaustein",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c0/Golem_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163657,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.harry_stone.55f0a1f7,Harry Stone,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/ca/Stone_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250530131129,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.he_seraph_zhen.9a7a7b29,"He ""Seraph"" Zhen",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/14/Seraph_menu_icon_BO3.png/revision/latest/smart/width/40/height/30?cb=20160205173627,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.helen_park.d938d47c,Helen Park,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a9/HelenPark_BO6.png/revision/latest/smart/width/40/height/30?cb=20241101032709,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.ikenna_olowe.52db346c,Ikenna Olowe,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/45/Ikenna_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141124,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.ingo_beck.ff7f7b8a,Ingo Beck,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d4/Beck_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121650,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.isabella_reyes.032fdcb4,Isabella Reyes,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/f9/Isabella_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141204,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.iskra.6863f933,Iskra,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/52/Iskra_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163249,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jabari_salah.bca778d7,Jabari Salah,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/fd/Salah_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121713,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jackson_wyatt.6cb3cf8f,Jackson Wyatt,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/b6/Wyatt_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163627,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jacob_thorne.ba28d1f3,Jacob Thorne,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/cd/Thorne_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163813,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jada_powers.84f14f90,Jada Powers,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/05/Powers_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121654,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jason_hudson.1453e117,Jason Hudson,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/9c/JasonHudson_RevealTrailer_BOCW.png/revision/latest/smart/width/40/height/30?cb=20200826203728,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.jason_hunter.02f36b99,Jason Hunter,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a8/Hunter_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121833,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.john_baker.3d7165ce,John Baker,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/f2/Baker_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121830,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.john_mcclane.f856258e,John McClane,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/61/McClane_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121729,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.john_price_reboot.75149e6f,John Price (Reboot),needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/e4/JohnPrice_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112040220,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.john_rambo.6ed85c04,John Rambo,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d6/Rambo_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121728,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.johnny_soap_mactavish.8fc1d0f1,"Johnny ""Soap"" MacTavish",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/14/Soap_Infobox_2023_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231110195214,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.kaori_kitsune_tanaka.5ba18c59,"Kaori ""Kitsune"" Tanaka",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d3/Kitsune_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121602,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.kapano_naga_vang.a9fbc6d4,"Kapano ""Naga"" Vang",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3e/Naga_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121618,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.karla_rivas.d67ab221,Karla Rivas,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/35/Rivas_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121733,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.khaled_al.5981c0ba,Khaled Al,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/b7/Khaled_Infobox_MW.png/revision/latest/smart/width/40/height/30?cb=20201108185805,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.kim_tae_young.c4813ede,Kim Tae Young,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/0b/Tae_Young_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140022,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.kwan_song.66d4923c,Kwan Song,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/46/Song_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121832,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.kyle_gaz_garrick.7176fa71,"Kyle ""Gaz"" Garrick",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a3/KyleGarrick_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112041647,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.lawrence_sims.1a5d361e,Lawrence Sims,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1c/Sims_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250807163211,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.lewis_howard.f1bb78ee,Lewis Howard,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c8/Lewis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141202,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.lucas_riggs.cebbef77,Lucas Riggs,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/0a/LucasRiggs_Infobox_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223152300,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.mace.c4a53250,Mace,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a5/Mace_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512085738,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.mara.59f8c5ed,Mara,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/ce/Mara_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163642,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.marcus_lerch_ortega.dc0f6825,"Marcus ""Lerch"" Ortega",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/ae/Lerch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163155,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.marcus_griggs.a7286d9f,Marcus Griggs,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/47/Griggs_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163434,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.alex_mason.161f8be7,Alex Mason,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c0/Alex_Mason_Infobox_1986_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213181030,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.mateo_hernandez.8de0805b,Mateo Hernandez,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a3/Mateo_Hernandez.png/revision/latest/smart/width/40/height/30?cb=20211106171253,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.maxim_minotaur_bale.af36eee6,"Maxim ""Minotaur"" Bale",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/b9/Minotaur_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163139,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.maxim_antonov.00e38de4,Maxim Antonov,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/17/Antonov_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121622,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.mendo_garcia.77e13d05,Mendo Garcia,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c7/Garcia_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121651,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.mil.12d1ef71,Mil,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/8c/MilSim_Coalition_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163827,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.nikodim_rodion_egorov.22560f4f,"Nikodim ""Rodion"" Egorov",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/47/Rodion_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163124,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.nikolai_reboot.a4595010,Nikolai (Reboot),needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/53/Nikolai_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20231104194805,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.nikto.3ecaae84,Nikto,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/f4/Nikto_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090335,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.owethu_jackal_mabuza.bf0ca4dc,"Owethu ""Jackal"" Mabuza",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1d/Jackal_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121603,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.padmavati_balan.2e0a1c91,Padmavati Balan,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/42/Padmavati_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141350,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.polina_petrova.b73840fe,Polina Petrova,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/78/PolinaPetrova_Promo_CODV.jpg/revision/latest/smart/width/40/height/30?cb=20210819213343,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.raul_menendez.11bfa47e,Raul Menendez,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/65/Raul_Menendez_BO7.png/revision/latest/smart/width/40/height/30?cb=20250819193332,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.roland_zeimet.82e4b12f,Roland Zeimet,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/83/Roland_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141317,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.roman_knight_gray.bb41e519,"Roman ""Knight"" Gray",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/e9/Knight_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121635,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.rozlin_roze_helms.befd4c7c,"Rozlin ""Roze"" Helms",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c4/Roze_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512085551,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.russell_adler.dea0b25e,Russell Adler,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/81/RussellAdler_BO6.png/revision/latest/smart/width/40/height/30?cb=20241025045652,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.samantha_maxis.7612a022,Samantha Maxis,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1f/SamanthaMaxis_HUD_Outbreak_Zombies_BOCW.png/revision/latest/smart/width/40/height/30?cb=20210524122528,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.sebastian_krueger_modern_warfare.f94ead2e,Sebastian Krueger (Modern Warfare),needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/fb/Krueger_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163916,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.sebastian_vargas.6de53fe7,Sebastian Vargas,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/52/Vargas_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121655,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.sergio_morte_sulla.805bf3a1,"Sergio ""Morte"" Sulla",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1c/Morte_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163601,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.shane_sparks.f35f50a9,Shane Sparks,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/cb/Sparks_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163531,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
call_of_duty.character_or_operator.shigenori_ota.ac3334a7,Shigenori Ota,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d4/Shigenori_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141303,operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators
