entity_id,entity_type,game_id,display_name,source_page_url,source_role,source_title,section_heading
call_of_duty.kaori_kitsune_tanaka,character_or_operator,call_of_duty,"Kaori ""Kitsune"" Tanaka",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.kapano_naga_vang,character_or_operator,call_of_duty,"Kapano ""Naga"" Vang",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.karla_rivas,character_or_operator,call_of_duty,Karla Rivas,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.khaled_al,character_or_operator,call_of_duty,Khaled Al,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.kim_tae_young,character_or_operator,call_of_duty,Kim Tae Young,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.kwan_song,character_or_operator,call_of_duty,Kwan Song,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.kyle_gaz_garrick,character_or_operator,call_of_duty,"Kyle ""Gaz"" Garrick",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.lawrence_sims,character_or_operator,call_of_duty,Lawrence Sims,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.lewis_howard,character_or_operator,call_of_duty,Lewis Howard,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.lucas_riggs,character_or_operator,call_of_duty,Lucas Riggs,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.mace,character_or_operator,call_of_duty,Mace,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.mara,character_or_operator,call_of_duty,Mara,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.marcus_griggs,character_or_operator,call_of_duty,Marcus Griggs,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.marcus_lerch_ortega,character_or_operator,call_of_duty,"Marcus ""Lerch"" Ortega",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.mateo_hernandez,character_or_operator,call_of_duty,Mateo Hernandez,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.maxim_antonov,character_or_operator,call_of_duty,Maxim Antonov,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.maxim_minotaur_bale,character_or_operator,call_of_duty,"Maxim ""Minotaur"" Bale",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.mendo_garcia,character_or_operator,call_of_duty,Mendo Garcia,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.mil,character_or_operator,call_of_duty,Mil,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.nikodim_rodion_egorov,character_or_operator,call_of_duty,"Nikodim ""Rodion"" Egorov",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.nikolai_reboot,character_or_operator,call_of_duty,Nikolai (Reboot),https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.nikto,character_or_operator,call_of_duty,Nikto,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.operators,character_or_operator,call_of_duty,Operators,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.owethu_jackal_mabuza,character_or_operator,call_of_duty,"Owethu ""Jackal"" Mabuza",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.padmavati_balan,character_or_operator,call_of_duty,Padmavati Balan,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.polina_petrova,character_or_operator,call_of_duty,Polina Petrova,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.raul_menendez,character_or_operator,call_of_duty,Raul Menendez,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.roland_zeimet,character_or_operator,call_of_duty,Roland Zeimet,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.roman_knight_gray,character_or_operator,call_of_duty,"Roman ""Knight"" Gray",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.rozlin_roze_helms,character_or_operator,call_of_duty,"Rozlin ""Roze"" Helms",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.russell_adler,character_or_operator,call_of_duty,Russell Adler,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.samantha_maxis,character_or_operator,call_of_duty,Samantha Maxis,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.sebastian_krueger_modern_warfare,character_or_operator,call_of_duty,Sebastian Krueger (Modern Warfare),https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.sebastian_vargas,character_or_operator,call_of_duty,Sebastian Vargas,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.sergio_morte_sulla,character_or_operator,call_of_duty,"Sergio ""Morte"" Sulla",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.shane_sparks,character_or_operator,call_of_duty,Shane Sparks,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.shigenori_ota,character_or_operator,call_of_duty,Shigenori Ota,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.simon_ghost_riley_reboot,character_or_operator,call_of_duty,"Simon ""Ghost"" Riley (Reboot)",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.snoop_dogg,character_or_operator,call_of_duty,Snoop Dogg,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.solange_hardewijk,character_or_operator,call_of_duty,Solange Hardewijk,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.sydney_syd,character_or_operator,call_of_duty,"Sydney ""Syd""",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.talon_operator,character_or_operator,call_of_duty,Talon (Operator),https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.terrell_wolf,character_or_operator,call_of_duty,Terrell Wolf,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.thomas_bolt,character_or_operator,call_of_duty,Thomas Bolt,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.velikan,character_or_operator,call_of_duty,Velikan,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.vikhor_stitch_kuzmin,character_or_operator,call_of_duty,"Vikhor ""Stitch"" Kuzmin",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.viktor_zane_metiko,character_or_operator,call_of_duty,"Viktor ""Zane"" Metiko",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.wade_jackson,character_or_operator,call_of_duty,Wade Jackson,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.wayne_d,character_or_operator,call_of_duty,"Wayne ""D",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.wyatt_bulldozer_jones,character_or_operator,call_of_duty,"Wyatt ""Bulldozer"" Jones",https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.yegor_novak,character_or_operator,call_of_duty,Yegor Novak,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.yirina_portnova,character_or_operator,call_of_duty,Yirina Portnova,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
call_of_duty.zeyna_ossou,character_or_operator,call_of_duty,Zeyna Ossou,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,Category
