asset_id,display_name,qa_status,source_url
call_of_duty.event_badge_or_medal.cargo_truck_icon_mw.20445c20,Cargo Truck Icon MW,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.armored_truck_icon_wz.20445c20,Armored Truck Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.tac_rover_icon_mw.20445c20,Tac Rover Icon MW,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.heli_icon_mw.20445c20,Heli Icon MW,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.dirt_bike_icon_wz.20445c20,Dirt Bike Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.fighter_plane_icon_wz.20445c20,Fighter Plane Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.squad_transport_icon_wz.20445c20,Squad Transport Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.utility_truck_icon_wz.20445c20,Utility Truck Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.aa_utility_truck_icon_wz.20445c20,AA Utility Truck Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.bomber_plane_icon_wz.20445c20,Bomber Plane Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.armored_suv_icon_wz.20445c20,Armored SUV Icon WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.battleroyale_icon_vg_wz.20445c20,BattleRoyale Icon VG WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.battleroyale_icon_vg_wz.0c5898df,BattleRoyale Icon VG WZ,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/9a/BattleRoyale_Icon_VG_WZ.png/revision/latest/scale-to-width-down/100?cb=20250512191616
call_of_duty.event_badge_or_medal.plunder_icon_vg_wz.20445c20,Plunder Icon VG WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.plunder_icon_vg_wz.1c760201,Plunder Icon VG WZ,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/c/c9/Plunder_Icon_VG_WZ.png/revision/latest/scale-to-width-down/100?cb=20250513103815
call_of_duty.event_badge_or_medal.resurgence_logo_wz.20445c20,Resurgence Logo WZ,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.resurgence_logo_wz.7ef200a1,Resurgence Logo WZ,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1d/Resurgence_Logo_WZ.png/revision/latest/scale-to-width-down/100?cb=20210805145756
call_of_duty.event_badge_or_medal.pre.15176095,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3a/Verdansk_Map_PreRelease_Warzone_MW.jpg/revision/latest/scale-to-width-down/148?cb=20200309173312
call_of_duty.event_badge_or_medal.pre.20445c20,Pre,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_at_launch.2e3dd9af,Verdansk at launch.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/31/Warzone_Map_MW.jpg/revision/latest/scale-to-width-down/185?cb=20200310195649
call_of_duty.event_badge_or_medal.verdansk_at_launch.20445c20,Verdansk at launch.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_during_season_four_of_modern_warfare.5d7dafb5,Verdansk during Season Four of Modern Warfare.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/91/Warzone_Map_Season4_MW.jpg/revision/latest/scale-to-width-down/185?cb=20200701093203
call_of_duty.event_badge_or_medal.verdansk_during_season_four_of_modern_warfare.20445c20,Verdansk during Season Four of Modern Warfare.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_during_season_five_of_modern_warfare.75233131,Verdansk during Season Five of Modern Warfare.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/0c/Warzone_Map_Season5_MW.jpg/revision/latest/scale-to-width-down/185?cb=20200806123800
call_of_duty.event_badge_or_medal.verdansk_during_season_five_of_modern_warfare.20445c20,Verdansk during Season Five of Modern Warfare.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdnask_during_season_six_of_modern_warfare.97828340,Verdnask during Season Six of Modern Warfare.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/8c/Warzone_Map_Season6_MW.jpg/revision/latest/scale-to-width-down/185?cb=20201001093403
call_of_duty.event_badge_or_medal.verdnask_during_season_six_of_modern_warfare.20445c20,Verdnask during Season Six of Modern Warfare.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_during_season_one_of_black_ops_cold_war.dceebd16,Verdansk during Season One of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/68/Verdansk_Map_Season1BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20201217172753
call_of_duty.event_badge_or_medal.verdansk_during_season_one_of_black_ops_cold_war.20445c20,Verdansk during Season One of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_during_season_two_of_black_ops_cold_war.e60d7fa3,Verdansk during Season Two of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/10/Verdansk_Map_Season2BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210225092517
call_of_duty.event_badge_or_medal.verdansk_during_season_two_of_black_ops_cold_war.20445c20,Verdansk during Season Two of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_84_at_the_start_of_season_three_of_black_ops_cold_war.ee6161df,Verdansk '84 at the start of Season Three of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/61/Verdansk84_Map_Season3BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210422200528
call_of_duty.event_badge_or_medal.verdansk_84_at_the_start_of_season_three_of_black_ops_cold_war.20445c20,Verdansk '84 at the start of Season Three of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_84_during_the_80s_action_heroes_event.5be0b0d2,Verdansk '84 during the 80s Action Heroes event.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/79/Verdansk84_Map_Season3BOCW_80sActionHeroes_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210520093735
call_of_duty.event_badge_or_medal.verdansk_84_during_the_80s_action_heroes_event.20445c20,Verdansk '84 during the 80s Action Heroes event.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_84_during_season_four_of_black_ops_cold_war.75a86e01,Verdansk '84 during Season Four of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/75/Verdansk84_Map_Season4BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210617203200
call_of_duty.event_badge_or_medal.verdansk_84_during_season_four_of_black_ops_cold_war.20445c20,Verdansk '84 during Season Four of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_84_during_season_five_of_black_ops_cold_war.ee1c0cdc,Verdansk '84 during Season Five of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/58/Verdansk84_Map_Season5BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210813092451
call_of_duty.event_badge_or_medal.verdansk_84_during_season_five_of_black_ops_cold_war.20445c20,Verdansk '84 during Season Five of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.verdansk_84_during_season_six_of_black_ops_cold_war.9464a0c6,Verdansk '84 during Season Six of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/43/Verdansk84_Map_Season6BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211014103034
call_of_duty.event_badge_or_medal.verdansk_84_during_season_six_of_black_ops_cold_war.20445c20,Verdansk '84 during Season Six of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.pre.e00fa720,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3a/RebirthIsland_PreRelease_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20240306023513
call_of_duty.event_badge_or_medal.pre.20445c20,Pre,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_at_launch.e7ed722a,Rebirth Island at launch.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/17/RebirthIsland_Map_Warzone_MW.jpg/revision/latest/scale-to-width-down/185?cb=20201216101425
call_of_duty.event_badge_or_medal.rebirth_island_at_launch.20445c20,Rebirth Island at launch.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_during_the_destruction_of_verdansk_event.84fdf2b0,Rebirth Island during The Destruction of Verdansk event.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d2/RebirthIsland_Night_Map_WZ.png/revision/latest/scale-to-width-down/185?cb=20210421230415
call_of_duty.event_badge_or_medal.rebirth_island_during_the_destruction_of_verdansk_event.20445c20,Rebirth Island during The Destruction of Verdansk event.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_after_season_three_reloaded_of_black_ops_cold_war.090b15ac,Rebirth Island after Season Three Reloaded of Black Ops Cold War.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/98/RebirthIsland_BOCWS3_Map_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210520093730
call_of_duty.event_badge_or_medal.rebirth_island_after_season_three_reloaded_of_black_ops_cold_war.20445c20,Rebirth Island after Season Three Reloaded of Black Ops Cold War.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.pre.e67f79c9,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/83/RebirthIsland_Reinforced_PreRelease_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20240306023530
call_of_duty.event_badge_or_medal.pre.20445c20,Pre,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_after_season_two_reloaded_of_vanguard.43c12403,Rebirth Island after Season Two Reloaded of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/0a/RebirthIsland_VGS2_Map_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220613191921
call_of_duty.event_badge_or_medal.rebirth_island_after_season_two_reloaded_of_vanguard.20445c20,Rebirth Island after Season Two Reloaded of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_during_the_rebirth_of_the_dead_game_mode.fca0c91f,Rebirth Island during the Rebirth of the Dead game mode.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/9d/RebirthIsland_Vanguard_RebirthOfTheDead_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20250611164756
call_of_duty.event_badge_or_medal.rebirth_island_during_the_rebirth_of_the_dead_game_mode.20445c20,Rebirth Island during the Rebirth of the Dead game mode.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.rebirth_island_after_season_five_of_vanguard.a3f6f7af,Rebirth Island after Season Five of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/fd/RebirthIsland_Vanguard_SeasonFive_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20250611164944
call_of_duty.event_badge_or_medal.rebirth_island_after_season_five_of_vanguard.20445c20,Rebirth Island after Season Five of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.pre.146f57ca,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d7/Caldera_OverviewPOIs_PreRelease_Promo_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211201160723
call_of_duty.event_badge_or_medal.pre.20445c20,Pre,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_at_launch_during_season_one_of_vanguard.08f79099,Caldera at launch during Season One of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season1_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211212171928
call_of_duty.event_badge_or_medal.caldera_at_launch_during_season_one_of_vanguard.20445c20,Caldera at launch during Season One of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_during_season_two_of_vanguard.6bf4d8db,Caldera during Season Two of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/01/Caldera_Map_Season2_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220405161939
call_of_duty.event_badge_or_medal.caldera_during_season_two_of_vanguard.20445c20,Caldera during Season Two of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_during_season_three_of_vanguard.f6a6e2a8,Caldera during Season Three of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3f/Caldera_Map_Season3_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220511124516
call_of_duty.event_badge_or_medal.caldera_during_season_three_of_vanguard.20445c20,Caldera during Season Three of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_during_season_four_of_vanguard.98808981,Caldera during Season Four of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season4_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220615160316
call_of_duty.event_badge_or_medal.caldera_during_season_four_of_vanguard.20445c20,Caldera during Season Four of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_during_season_five_of_vanguard.8eb3c698,Caldera during Season Five of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/09/Caldera_Map_Season5_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20230123175715
call_of_duty.event_badge_or_medal.caldera_during_season_five_of_vanguard.20445c20,Caldera during Season Five of Vanguard.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.caldera_after_the_november_28th_2022_relaunch.7f5cb468,"Caldera after the November 28th, 2022 relaunch.",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d5/Caldera_Map_PostSeason_CODVG_WZ.png/revision/latest/scale-to-width-down/185?cb=20260114043957
call_of_duty.event_badge_or_medal.caldera_after_the_november_28th_2022_relaunch.20445c20,"Caldera after the November 28th, 2022 relaunch.",needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.pre.0b677493,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/da/FortunesKeep_PreRelease_Season4_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220613190736
call_of_duty.event_badge_or_medal.pre.20445c20,Pre,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.fortune_s_keep_at_launch.5a3644e7,Fortune's Keep at launch.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/00/FortunesKeep_Launch_Season4_WZ.png/revision/latest/scale-to-width-down/185?cb=20251129012352
call_of_duty.event_badge_or_medal.fortune_s_keep_at_launch.20445c20,Fortune's Keep at launch.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.makarovnuke.20445c20,MakarovNuke,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.bunker_09.63f3c4e1,Bunker 09,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a4/Bunker09_Verdansk_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527160849
call_of_duty.event_badge_or_medal.bunker_09.20445c20,Bunker 09,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.map_for_the_bunker_11_quest.00610821,Map for the Bunker 11 quest.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/ff/Bunker11_Map_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527161015
call_of_duty.event_badge_or_medal.map_for_the_bunker_11_quest.20445c20,Map for the Bunker 11 quest.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.computer_waiting_for_a_reboot_in_bunker_11.179ecd48,Computer waiting for a reboot in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/95/Bunker11_Computer_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162614
call_of_duty.event_badge_or_medal.computer_waiting_for_a_reboot_in_bunker_11.20445c20,Computer waiting for a reboot in Bunker 11.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.computer_system_after_rebooted.f07b5b96,Computer system after rebooted.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/2/2b/Bunker11_ComputerReboot_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162714
call_of_duty.event_badge_or_medal.computer_system_after_rebooted.20445c20,Computer system after rebooted.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.the_meeting_room_with_the_countdown_in_bunker_11.0a551ecb,The meeting room with the countdown in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/06/Bunker11_MeetingRoom_Countdown_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162856
call_of_duty.event_badge_or_medal.the_meeting_room_with_the_countdown_in_bunker_11.20445c20,The meeting room with the countdown in Bunker 11.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.nuclear_warheads_in_bunker_11.7e429697,Nuclear warheads in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/70/Bunker11_Nukes_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162930
call_of_duty.event_badge_or_medal.nuclear_warheads_in_bunker_11.20445c20,Nuclear warheads in Bunker 11.,needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.intel_missions.63a7dc6b,Intel Missions[],needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/46/The_War_Room_Intel_Cutscene_-_Call_of_Duty-_Warzone/revision/latest/scale-to-width-down/185?cb=20210110124109
call_of_duty.event_badge_or_medal.intel_missions.20445c20,Intel Missions[],needs_manual_crop,"data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.3445edbb,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/af/MissionIntel_Fractured_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201857
