anchor_ambiguity_type,anchor_ambiguous,anchor_source,artwork_like,asset_family,badge_like,binding_key,candidate_id,candidate_quality,display_name,fetch_status,generic_page_art,hard_reject,icon_like,license_note,logo_like,map_like,master_path,normalized_name,notes,paragraph_referential,portrait_like,prose_like,quality_reasons,quality_score,raw_label,reject_reasons,section_heading,source_kind,source_page_url,source_role,source_title,source_url
,False,,False,hero_portrait,False,charlotte_charly_johnstone,candidate_4a782f44df39,high,"Charlotte ""Charly"" Johnstone",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/charlotte_charly_johnstone-44df39.png,charlotte_charly_johnstone,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Charlotte ""Charly"" Johnstone",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/0/0d/Charly_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163829
,False,,False,hero_portrait,False,colton_stryker_greenfield,candidate_dc635491c9cb,high,"Colton ""Stryker"" Greenfield",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/colton_stryker_greenfield-91c9cb.png,colton_stryker_greenfield,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Colton ""Stryker"" Greenfield",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/9/90/Stryker_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121701
,False,,False,hero_portrait,False,competitor,candidate_9de3197f29ec,high,Competitor,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/competitor-7f29ec.png,competitor,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Competitor,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/9/92/Competitor_NATO_Infobox_BOCW.png/revision/latest/smart/width/40/height/30?cb=20241117052345
,False,,False,hero_portrait,False,constanze_muller,candidate_e77731c2d90b,high,Constanze Muller,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/constanze_muller-c2d90b.png,constanze_muller,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Constanze Muller,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/ca/Constanze_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141405
,False,,False,hero_portrait,False,damian_raines,candidate_948dd9b09472,high,Damian Raines,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/damian_raines-b09472.png,damian_raines,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Damian Raines,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/0/04/Raines_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163500
,False,,False,hero_portrait,False,daniel_ronin_shinoda,candidate_e2f60186fcbc,high,"Daniel ""Ronin"" Shinoda",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/daniel_ronin_shinoda-86fcbc.png,daniel_ronin_shinoda,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Daniel ""Ronin"" Shinoda",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/b/ba/Ronin_Operator_Default_MWII.png/revision/latest/smart/width/40/height/30?cb=20240512090400
,False,,False,hero_portrait,False,daniel_yatsu,candidate_cc5e4e328394,high,Daniel Yatsu,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/daniel_yatsu-328394.png,daniel_yatsu,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Daniel Yatsu,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/4/4d/Daniel_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141219
,False,,False,hero_portrait,False,dmitry_bale,candidate_08f93cc748b9,high,Dmitry Bale,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/dmitry_bale-c748b9.png,dmitry_bale,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Dmitry Bale,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/e/ee/Bale_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163417
,False,,False,hero_portrait,False,dominique_domino_tam,candidate_cf88bc86f288,high,"Dominique ""Domino"" Tam",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/dominique_domino_tam-86f288.png,dominique_domino_tam,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Dominique ""Domino"" Tam",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/6/65/Domino_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163713
,False,,False,hero_portrait,False,eleazar_lazar_azoulay,candidate_85e9fae571b3,high,"Eleazar ""Lazar"" Azoulay",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/eleazar_lazar_azoulay-e571b3.png,eleazar_lazar_azoulay,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Eleazar ""Lazar"" Azoulay",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/b/bb/Lazar_Infobox_BOCW.jpg/revision/latest/smart/width/40/height/30?cb=20240705143500
,False,,False,hero_portrait,False,farah_karim,candidate_a5091c0b1de7,high,Farah Karim,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/farah_karim-0b1de7.png,farah_karim,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Farah Karim,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/5/5d/FarahKarim_Infobox_MWIII.png/revision/latest/smart/width/40/height/30?cb=20240112035806
,False,,False,hero_portrait,False,florence_carter,candidate_1ba54f1836b1,high,Florence Carter,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/florence_carter-1836b1.png,florence_carter,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Florence Carter,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/c6/Florence_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223140006
,False,,False,hero_portrait,False,francis_kai_lanakila,candidate_218c063d30c4,high,"Francis ""Kai"" Lanakila",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/francis_kai_lanakila-3d30c4.png,francis_kai_lanakila,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Francis ""Kai"" Lanakila",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/9/99/Francis_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141148
,False,,False,hero_portrait,False,frank_woods,candidate_9d70451dfa78,high,Frank Woods,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/frank_woods-1dfa78.png,frank_woods,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Frank Woods,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/d/d6/Frank_Woods_Infobox_2025_BOII.png/revision/latest/smart/width/40/height/30?cb=20231213142846
,False,,False,hero_portrait,False,freya_wraith_helvig,candidate_b2a373b37495,high,"Freya ""Wraith"" Helvig",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/freya_wraith_helvig-b37495.png,freya_wraith_helvig,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Freya ""Wraith"" Helvig",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/17/Wraith_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121604
,False,,False,hero_portrait,False,gabriel_t_rorke,candidate_567b7e2c01c9,high,Gabriel T. Rorke,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/gabriel_t_rorke-2c01c9.png,gabriel_t_rorke,,False,True,True,"[""category member image"", ""portrait-like label""]",0.8,Gabriel T. Rorke,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/3/30/Rorke_Menu.jpg/revision/latest/smart/width/40/height/30?cb=20131202235721
,False,,False,hero_portrait,False,ghostface,candidate_97ce010beac2,high,Ghostface,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/ghostface-0beac2.png,ghostface,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Ghostface,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/1/1f/Ghostface_Operator_Default_BOCW.png/revision/latest/smart/width/40/height/30?cb=20240223121546
,False,,False,hero_portrait,False,grigori_weaver,candidate_89d78da3fb07,high,Grigori Weaver,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/grigori_weaver-a3fb07.png,grigori_weaver,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Grigori Weaver,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/6/6e/Grigori_Weaver_Citadelle_des_Morts_Zombies_BO6.png/revision/latest/smart/width/40/height/30?cb=20241127141628
,False,,False,hero_portrait,False,grinch_operator,candidate_151f760826cb,high,Grinch (operator),downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/grinch_operator-0826cb.png,grinch_operator,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Grinch (operator),[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/e/e0/Grinch_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163321
,False,,False,hero_portrait,False,gustavo_dos_santos,candidate_f4de7d47b2f7,high,Gustavo dos Santos,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/gustavo_dos_santos-47b2f7.png,gustavo_dos_santos,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Gustavo dos Santos,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/5/58/Gustavo_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223135925
,False,,False,hero_portrait,False,halima_zambardi,candidate_06949ae73fc1,high,Halima Zambardi,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/halima_zambardi-e73fc1.png,halima_zambardi,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Halima Zambardi,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/2/24/Halima_Operator_Default_CODV.png/revision/latest/smart/width/40/height/30?cb=20240223141236
,False,,False,hero_portrait,False,hans_golem_blaustein,candidate_ec5c9aaf4013,high,"Hans ""Golem"" Blaustein",downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/hans_golem_blaustein-af4013.png,hans_golem_blaustein,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,"Hans ""Golem"" Blaustein",[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/c0/Golem_Operator_Default_MW.png/revision/latest/smart/width/40/height/30?cb=20240222163657
,False,,False,hero_portrait,False,harry_stone,candidate_3375c599c756,high,Harry Stone,downloaded,False,False,False,Source image fetched from Call of Duty Wiki (Fandom); publisher should verify reuse rights before external distribution.,False,False,/Users/tj/Documents/Codex/2026-04-21-https-github-com-iambehn-claude-repo/assets/games/call_of_duty/drafts/onboarding/20260505T213409Z/masters/heroes/harry_stone-99c756.png,harry_stone,,False,True,False,"[""category member image"", ""portrait-like label""]",0.8,Harry Stone,[],Category,category_member_image,https://callofduty.fandom.com/wiki/Category:Call_of_Duty:_Warzone_Operators,operators,Category:Call of Duty: Warzone Operators | Call of Duty Wiki | Fandom,https://static.wikia.nocookie.net/callofduty/images/c/ca/Stone_Operator_Default_BO6.png/revision/latest/smart/width/40/height/30?cb=20250530131129
