asset_id,game_id,entity_id,asset_family,display_name,source_url,source_page_url,source_role,source_title,draft_local_path,template_path,mask_path,roi_ref,match_method,threshold,scale_set,temporal_window,license_note,qa_status
call_of_duty.event_badge_or_medal.verdansk_84_during_season_four_of_black_ops_cold_war.75a86e01,call_of_duty,call_of_duty.verdansk_84_during_season_four_of_black_ops_cold_war,medal_icon,Verdansk '84 during Season Four of Black Ops Cold War.,https://static.wikia.nocookie.net/callofduty/images/7/75/Verdansk84_Map_Season4BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210617203200,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.verdansk_84_during_season_five_of_black_ops_cold_war.ee1c0cdc,call_of_duty,call_of_duty.verdansk_84_during_season_five_of_black_ops_cold_war,medal_icon,Verdansk '84 during Season Five of Black Ops Cold War.,https://static.wikia.nocookie.net/callofduty/images/5/58/Verdansk84_Map_Season5BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210813092451,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.verdansk_84_during_season_six_of_black_ops_cold_war.9464a0c6,call_of_duty,call_of_duty.verdansk_84_during_season_six_of_black_ops_cold_war,medal_icon,Verdansk '84 during Season Six of Black Ops Cold War.,https://static.wikia.nocookie.net/callofduty/images/4/43/Verdansk84_Map_Season6BOCW_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211014103034,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.pre.e00fa720,call_of_duty,call_of_duty.pre,medal_icon,Pre,https://static.wikia.nocookie.net/callofduty/images/3/3a/RebirthIsland_PreRelease_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20240306023513,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_at_launch.e7ed722a,call_of_duty,call_of_duty.rebirth_island_at_launch,medal_icon,Rebirth Island at launch.,https://static.wikia.nocookie.net/callofduty/images/1/17/RebirthIsland_Map_Warzone_MW.jpg/revision/latest/scale-to-width-down/185?cb=20201216101425,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_during_the_destruction_of_verdansk_event.84fdf2b0,call_of_duty,call_of_duty.rebirth_island_during_the_destruction_of_verdansk_event,medal_icon,Rebirth Island during The Destruction of Verdansk event.,https://static.wikia.nocookie.net/callofduty/images/d/d2/RebirthIsland_Night_Map_WZ.png/revision/latest/scale-to-width-down/185?cb=20210421230415,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_after_season_three_reloaded_of_black_ops_cold_war.090b15ac,call_of_duty,call_of_duty.rebirth_island_after_season_three_reloaded_of_black_ops_cold_war,medal_icon,Rebirth Island after Season Three Reloaded of Black Ops Cold War.,https://static.wikia.nocookie.net/callofduty/images/9/98/RebirthIsland_BOCWS3_Map_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20210520093730,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.pre.e67f79c9,call_of_duty,call_of_duty.pre,medal_icon,Pre,https://static.wikia.nocookie.net/callofduty/images/8/83/RebirthIsland_Reinforced_PreRelease_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20240306023530,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_after_season_two_reloaded_of_vanguard.43c12403,call_of_duty,call_of_duty.rebirth_island_after_season_two_reloaded_of_vanguard,medal_icon,Rebirth Island after Season Two Reloaded of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/0/0a/RebirthIsland_VGS2_Map_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220613191921,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_during_the_rebirth_of_the_dead_game_mode.fca0c91f,call_of_duty,call_of_duty.rebirth_island_during_the_rebirth_of_the_dead_game_mode,medal_icon,Rebirth Island during the Rebirth of the Dead game mode.,https://static.wikia.nocookie.net/callofduty/images/9/9d/RebirthIsland_Vanguard_RebirthOfTheDead_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20250611164756,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.rebirth_island_after_season_five_of_vanguard.a3f6f7af,call_of_duty,call_of_duty.rebirth_island_after_season_five_of_vanguard,medal_icon,Rebirth Island after Season Five of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/f/fd/RebirthIsland_Vanguard_SeasonFive_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20250611164944,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.pre.146f57ca,call_of_duty,call_of_duty.pre,medal_icon,Pre,https://static.wikia.nocookie.net/callofduty/images/d/d7/Caldera_OverviewPOIs_PreRelease_Promo_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211201160723,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_at_launch_during_season_one_of_vanguard.08f79099,call_of_duty,call_of_duty.caldera_at_launch_during_season_one_of_vanguard,medal_icon,Caldera at launch during Season One of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season1_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211212171928,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_during_season_two_of_vanguard.6bf4d8db,call_of_duty,call_of_duty.caldera_during_season_two_of_vanguard,medal_icon,Caldera during Season Two of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/0/01/Caldera_Map_Season2_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220405161939,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_during_season_three_of_vanguard.f6a6e2a8,call_of_duty,call_of_duty.caldera_during_season_three_of_vanguard,medal_icon,Caldera during Season Three of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/3/3f/Caldera_Map_Season3_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220511124516,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_during_season_four_of_vanguard.98808981,call_of_duty,call_of_duty.caldera_during_season_four_of_vanguard,medal_icon,Caldera during Season Four of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season4_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220615160316,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_during_season_five_of_vanguard.8eb3c698,call_of_duty,call_of_duty.caldera_during_season_five_of_vanguard,medal_icon,Caldera during Season Five of Vanguard.,https://static.wikia.nocookie.net/callofduty/images/0/09/Caldera_Map_Season5_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20230123175715,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.caldera_after_the_november_28th_2022_relaunch.7f5cb468,call_of_duty,call_of_duty.caldera_after_the_november_28th_2022_relaunch,medal_icon,"Caldera after the November 28th, 2022 relaunch.",https://static.wikia.nocookie.net/callofduty/images/d/d5/Caldera_Map_PostSeason_CODVG_WZ.png/revision/latest/scale-to-width-down/185?cb=20260114043957,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.pre.0b677493,call_of_duty,call_of_duty.pre,medal_icon,Pre,https://static.wikia.nocookie.net/callofduty/images/d/da/FortunesKeep_PreRelease_Season4_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220613190736,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.fortune_s_keep_at_launch.5a3644e7,call_of_duty,call_of_duty.fortune_s_keep_at_launch,medal_icon,Fortune's Keep at launch.,https://static.wikia.nocookie.net/callofduty/images/0/00/FortunesKeep_Launch_Season4_WZ.png/revision/latest/scale-to-width-down/185?cb=20251129012352,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.bunker_09.63f3c4e1,call_of_duty,call_of_duty.bunker_09,medal_icon,Bunker 09,https://static.wikia.nocookie.net/callofduty/images/a/a4/Bunker09_Verdansk_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527160849,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.map_for_the_bunker_11_quest.00610821,call_of_duty,call_of_duty.map_for_the_bunker_11_quest,medal_icon,Map for the Bunker 11 quest.,https://static.wikia.nocookie.net/callofduty/images/f/ff/Bunker11_Map_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527161015,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.computer_waiting_for_a_reboot_in_bunker_11.179ecd48,call_of_duty,call_of_duty.computer_waiting_for_a_reboot_in_bunker_11,medal_icon,Computer waiting for a reboot in Bunker 11.,https://static.wikia.nocookie.net/callofduty/images/9/95/Bunker11_Computer_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162614,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.computer_system_after_rebooted.f07b5b96,call_of_duty,call_of_duty.computer_system_after_rebooted,medal_icon,Computer system after rebooted.,https://static.wikia.nocookie.net/callofduty/images/2/2b/Bunker11_ComputerReboot_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162714,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.the_meeting_room_with_the_countdown_in_bunker_11.0a551ecb,call_of_duty,call_of_duty.the_meeting_room_with_the_countdown_in_bunker_11,medal_icon,The meeting room with the countdown in Bunker 11.,https://static.wikia.nocookie.net/callofduty/images/0/06/Bunker11_MeetingRoom_Countdown_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162856,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.nuclear_warheads_in_bunker_11.7e429697,call_of_duty,call_of_duty.nuclear_warheads_in_bunker_11,medal_icon,Nuclear warheads in Bunker 11.,https://static.wikia.nocookie.net/callofduty/images/7/70/Bunker11_Nukes_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162930,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.intel_missions.63a7dc6b,call_of_duty,call_of_duty.intel_missions,medal_icon,Intel Missions[],https://static.wikia.nocookie.net/callofduty/images/4/46/The_War_Room_Intel_Cutscene_-_Call_of_Duty-_Warzone/revision/latest/scale-to-width-down/185?cb=20210110124109,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.3445edbb,call_of_duty,call_of_duty.find_the_location_in_the_message_ghost_sent_you,medal_icon,Find the location in the message Ghost sent you.,https://static.wikia.nocookie.net/callofduty/images/a/af/MissionIntel_Fractured_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201857,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.evacuations_were_underway.fe2b1291,call_of_duty,call_of_duty.evacuations_were_underway,medal_icon,Evacuations were underway...,https://static.wikia.nocookie.net/callofduty/images/b/bd/MissionIntel_Fractured_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200711201858,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.communications_went_down_before_the_attack_follow_the_trail.ba4267bc,call_of_duty,call_of_duty.communications_went_down_before_the_attack_follow_the_trail,medal_icon,Communications went down before the attack. Follow the trail...,https://static.wikia.nocookie.net/callofduty/images/6/60/MissionIntel_Fractured_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201858,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.verdansk_atc_reported_a_transponder_went_offline.7c5706db,call_of_duty,call_of_duty.verdansk_atc_reported_a_transponder_went_offline,medal_icon,Verdansk ATC reported a transponder went offline...,https://static.wikia.nocookie.net/callofduty/images/6/68/MissionIntel_Fractured_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201859,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.a_downed_aircraft_tried_to_contact_arklov_air_force_base.c2aa719e,call_of_duty,call_of_duty.a_downed_aircraft_tried_to_contact_arklov_air_force_base,medal_icon,A downed aircraft tried to contact Arklov Air Force base...,https://static.wikia.nocookie.net/callofduty/images/f/fd/MissionIntel_Fractured_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200711201859,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.signals_intelligence_decrypted_a_message_after_the_attack.ec92e507,call_of_duty,call_of_duty.signals_intelligence_decrypted_a_message_after_the_attack,medal_icon,Signals Intelligence decrypted a message after the attack.,https://static.wikia.nocookie.net/callofduty/images/b/b9/MissionIntel_Fractured_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200721211711,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
call_of_duty.event_badge_or_medal.intel_missions.e4a0d0ee,call_of_duty,call_of_duty.intel_missions,medal_icon,Intel Missions[],https://static.wikia.nocookie.net/callofduty/images/3/36/MissionIntel_Fractured_Intel7_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201901,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,,,,hud.event_badge,TM_CCORR_NORMED,0.93,"[0.9, 1.0, 1.1]",3,internal_review_required,needs_manual_crop
