asset_id,display_name,qa_status,source_url,source_role,source_page_url
call_of_duty.event_badge_or_medal.caldera_at_launch_during_season_one_of_vanguard.08f79099,Caldera at launch during Season One of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season1_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20211212171928,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.caldera_during_season_two_of_vanguard.6bf4d8db,Caldera during Season Two of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/01/Caldera_Map_Season2_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220405161939,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.caldera_during_season_three_of_vanguard.f6a6e2a8,Caldera during Season Three of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3f/Caldera_Map_Season3_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220511124516,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.caldera_during_season_four_of_vanguard.98808981,Caldera during Season Four of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/84/Caldera_Map_Season4_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220615160316,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.caldera_during_season_five_of_vanguard.8eb3c698,Caldera during Season Five of Vanguard.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/09/Caldera_Map_Season5_CODVG_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20230123175715,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.caldera_after_the_november_28th_2022_relaunch.7f5cb468,"Caldera after the November 28th, 2022 relaunch.",needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d5/Caldera_Map_PostSeason_CODVG_WZ.png/revision/latest/scale-to-width-down/185?cb=20260114043957,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.pre.0b677493,Pre,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/da/FortunesKeep_PreRelease_Season4_WZ.jpg/revision/latest/scale-to-width-down/185?cb=20220613190736,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.fortune_s_keep_at_launch.5a3644e7,Fortune's Keep at launch.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/00/FortunesKeep_Launch_Season4_WZ.png/revision/latest/scale-to-width-down/185?cb=20251129012352,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.bunker_09.63f3c4e1,Bunker 09,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/a4/Bunker09_Verdansk_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527160849,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.map_for_the_bunker_11_quest.00610821,Map for the Bunker 11 quest.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/ff/Bunker11_Map_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527161015,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.computer_waiting_for_a_reboot_in_bunker_11.179ecd48,Computer waiting for a reboot in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/95/Bunker11_Computer_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162614,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.computer_system_after_rebooted.f07b5b96,Computer system after rebooted.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/2/2b/Bunker11_ComputerReboot_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162714,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.the_meeting_room_with_the_countdown_in_bunker_11.0a551ecb,The meeting room with the countdown in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/06/Bunker11_MeetingRoom_Countdown_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162856,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.nuclear_warheads_in_bunker_11.7e429697,Nuclear warheads in Bunker 11.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/70/Bunker11_Nukes_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200527162930,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.intel_missions.63a7dc6b,Intel Missions[],needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/4/46/The_War_Room_Intel_Cutscene_-_Call_of_Duty-_Warzone/revision/latest/scale-to-width-down/185?cb=20210110124109,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.3445edbb,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/a/af/MissionIntel_Fractured_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201857,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.evacuations_were_underway.fe2b1291,Evacuations were underway...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/bd/MissionIntel_Fractured_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200711201858,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.communications_went_down_before_the_attack_follow_the_trail.ba4267bc,Communications went down before the attack. Follow the trail...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/60/MissionIntel_Fractured_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201858,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.verdansk_atc_reported_a_transponder_went_offline.7c5706db,Verdansk ATC reported a transponder went offline...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/68/MissionIntel_Fractured_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201859,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.a_downed_aircraft_tried_to_contact_arklov_air_force_base.c2aa719e,A downed aircraft tried to contact Arklov Air Force base...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/fd/MissionIntel_Fractured_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200711201859,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.signals_intelligence_decrypted_a_message_after_the_attack.ec92e507,Signals Intelligence decrypted a message after the attack.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/b9/MissionIntel_Fractured_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200721211711,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.intel_missions.e4a0d0ee,Intel Missions[],needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/36/MissionIntel_Fractured_Intel7_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711201901,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.fde0d82a,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/98/MissionIntel_HuntingTheEnemy_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202126,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.sigint_was_relayed_from_airport_military_wing.858da526,SIGINT was relayed from Airport military wing...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/05/MissionIntel_HuntingTheEnemy_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202127,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.communication_interference_tracked_to_western_bunker.21c49726,Communication interference tracked to Western bunker...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/00/MissionIntel_HuntingTheEnemy_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202127,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.an_enemy_laptop_could_supply_intel_require_spotter.80900258,An enemy laptop could supply intel... (Require Spotter),needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/6d/MissionIntel_HuntingTheEnemy_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202128,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.a_meeting_took_place_downtown.e81e828d,A meeting took place downtown...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/75/MissionIntel_HuntingTheEnemy_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202128,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.the_enemy_wants_to_catch_a_train.a47ae8f1,The enemy wants to catch a train...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/01/MissionIntel_HuntingTheEnemy_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202129,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.learn_the_status_of_the_19.a8ea850c,Learn the status of the 19,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/31/MissionIntel_HuntingTheEnemy_Intel7_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202129,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.124b1097,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/81/MissionIntel_HiddenCargo_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202020,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.cargo_may_have_arrived_via_ports_of_entry.6b22bc57,Cargo may have arrived via ports of entry.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/18/MissionIntel_HiddenCargo_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202021,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.someone_was_paid_off_to_keep_an_area_clear.b46599d8,Someone was paid off to keep an area clear.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/2/29/MissionIntel_HiddenCargo_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202022,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.there_was_an_inspection_scheduled_at_the_port.209771ed,There was an inspection scheduled at the port.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/bd/MissionIntel_HiddenCargo_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202022,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.the_cargo_was_headed_to_a_whp_site.82d9a84e,The cargo was headed to a WHP site.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/1a/MissionIntel_HiddenCargo_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200711202023,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.mara_gave_a_debrief_after_the_port_attack.5ad05bf8,Mara gave a debrief after the port attack.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/78/MissionIntel_HiddenCargo_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200711202023,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.32b4b58a,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/0/08/MissionIntel_NewPerspectives_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200722103918,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.begin_the_search_for_the_uav.a160a080,Begin the search for the UAV.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/5/54/MissionIntel_NewPerspectives_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200722103919,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.the_uav_was_being_controlled_from_the_airport.46edbfc6,The UAV was being controlled from the airport.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/7d/MissionIntel_NewPerspectives_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200722103920,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.the_down_uav_was_being_repaired.cdcae9eb,The down UAV was being repaired.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/3/3d/MissionIntel_NewPerspectives_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200722103920,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.a_corrupted_image_could_give_a_clearer_picture.57657afe,A corrupted image could give a clearer picture...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/8/8c/MissionIntel_NewPerspectives_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200722103921,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.learn_the_truth_behind_the_attack.196b6487,Learn the truth behind the attack.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/9/9a/MissionIntel_NewPerspectives_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200722103921,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.77e6e46c,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/6a/MissionIntel_TheLostTeam_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200806094558,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.an_armistice_group_was_stationed_at_the_torsky_housing_area.a68711b6,An Armistice group was stationed at the Torsky Housing Area...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/f/f5/MissionIntel_TheLostTeam_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200806094612,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.there_were_survivors_of_the_helicopter_crash.34d39027,There were survivors of the helicopter crash...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/2/20/MissionIntel_TheLostTeam_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200806094624,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.signal_interference_prevents_locating_the_missing_operator.0de8b26a,Signal interference prevents locating the missing operator.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/e0/MissionIntel_TheLostTeam_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200806094640,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.arm_3.5ce6abf8,ARM 3,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/d/d8/MissionIntel_TheLostTeam_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200806094659,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.55c33e76,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/14/MissionIntel_OldWounds_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200826105244,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.a_hidden_code_was_found_in_the_prison.28582a81,A hidden code was found in the prison...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/e/e4/MissionIntel_OldWounds_Intel2_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200826105245,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.follow_the_trail_left_by_arm_3.a4d1fc76,Follow the trail left by ARM 3,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/1/11/MissionIntel_OldWounds_Intel3_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200826105246,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.zakhaev_was_using_an_office_in_the_prison.8f16ae27,Zakhaev was using an office in the prison...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/7/7e/MissionIntel_OldWounds_Intel4_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200826105246,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.arm_3.7fda0990,ARM 3,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/6/68/MissionIntel_OldWounds_Intel5_Warzone_MW.png/revision/latest/scale-to-width-down/128?cb=20200826105247,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.something_was_stashed_in_the_denied_area.1dd881bb,Something was stashed in the denied area...,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/bd/MissionIntel_OldWounds_Intel6_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200826105248,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
call_of_duty.event_badge_or_medal.find_the_location_in_the_message_ghost_sent_you.459dc632,Find the location in the message Ghost sent you.,needs_manual_crop,https://static.wikia.nocookie.net/callofduty/images/b/b3/MissionIntel_SinsOfTheFather_Intel1_Warzone_MW.png/revision/latest/scale-to-width-down/185?cb=20200908195705,events,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone
